0.000000	 -5.000000
0.994987	 -4.900000
1.400000	 -4.800000
1.705872	 -4.700000
1.959592	 -4.600000
2.179449	 -4.500000
2.374868	 -4.400000
2.551470	 -4.300000
2.712932	 -4.200000
2.861818	 -4.100000
3.000000	 -4.000000
3.128898	 -3.900000
3.249615	 -3.800000
3.363034	 -3.700000
3.469870	 -3.600000
3.570714	 -3.500000
3.666061	 -3.400000
3.756328	 -3.300000
3.841875	 -3.200000
3.923009	 -3.100000
4.000000	 -3.000000
4.073082	 -2.900000
4.142463	 -2.800000
4.208325	 -2.700000
4.270831	 -2.600000
4.330127	 -2.500000
4.386342	 -2.400000
4.439595	 -2.300000
4.489989	 -2.200000
4.537621	 -2.100000
4.582576	 -2.000000
4.624932	 -1.900000
4.664762	 -1.800000
4.702127	 -1.700000
4.737088	 -1.600000
4.769696	 -1.500000
4.800000	 -1.400000
4.828043	 -1.300000
4.853864	 -1.200000
4.877499	 -1.100000
4.898979	 -1.000000
4.918333	 -0.900000
4.935585	 -0.800000
4.950758	 -0.700000
4.963869	 -0.600000
4.974937	 -0.500000
4.983974	 -0.400000
4.990992	 -0.300000
4.995998	 -0.200000
4.999000	 -0.100000
5.000000	 -0.000000
4.999000	 0.100000
4.995998	 0.200000
4.990992	 0.300000
4.983974	 0.400000
4.974937	 0.500000
4.963869	 0.600000
4.950758	 0.700000
4.935585	 0.800000
4.918333	 0.900000
4.898979	 1.000000
4.877499	 1.100000
4.853864	 1.200000
4.828043	 1.300000
4.800000	 1.400000
4.769696	 1.500000
4.737088	 1.600000
4.702127	 1.700000
4.664762	 1.800000
4.624932	 1.900000
4.582576	 2.000000
4.537621	 2.100000
4.489989	 2.200000
4.439595	 2.300000
4.386342	 2.400000
4.330127	 2.500000
4.270831	 2.600000
4.208325	 2.700000
4.142463	 2.800000
4.073082	 2.900000
4.000000	 3.000000
3.923009	 3.100000
3.841875	 3.200000
3.756328	 3.300000
3.666061	 3.400000
3.570714	 3.500000
3.469870	 3.600000
3.363034	 3.700000
3.249615	 3.800000
3.128898	 3.900000
3.000000	 4.000000
2.861818	 4.100000
2.712932	 4.200000
2.551470	 4.300000
2.374868	 4.400000
2.179449	 4.500000
1.959592	 4.600000
1.705872	 4.700000
1.400000	 4.800000
0.994987	 4.900000
0.000000	 5.000000
0.000000	 5.000000
-0.994987	 4.900000
-1.400000	 4.800000
-1.705872	 4.700000
-1.959592	 4.600000
-2.179449	 4.500000
-2.374868	 4.400000
-2.551470	 4.300000
-2.712932	 4.200000
-2.861818	 4.100000
-3.000000	 4.000000
-3.128898	 3.900000
-3.249615	 3.800000
-3.363034	 3.700000
-3.469870	 3.600000
-3.570714	 3.500000
-3.666061	 3.400000
-3.756328	 3.300000
-3.841875	 3.200000
-3.923009	 3.100000
-4.000000	 3.000000
-4.073082	 2.900000
-4.142463	 2.800000
-4.208325	 2.700000
-4.270831	 2.600000
-4.330127	 2.500000
-4.386342	 2.400000
-4.439595	 2.300000
-4.489989	 2.200000
-4.537621	 2.100000
-4.582576	 2.000000
-4.624932	 1.900000
-4.664762	 1.800000
-4.702127	 1.700000
-4.737088	 1.600000
-4.769696	 1.500000
-4.800000	 1.400000
-4.828043	 1.300000
-4.853864	 1.200000
-4.877499	 1.100000
-4.898979	 1.000000
-4.918333	 0.900000
-4.935585	 0.800000
-4.950758	 0.700000
-4.963869	 0.600000
-4.974937	 0.500000
-4.983974	 0.400000
-4.990992	 0.300000
-4.995998	 0.200000
-4.999000	 0.100000
-5.000000	 0.000000
-4.999000	 -0.100000
-4.995998	 -0.200000
-4.990992	 -0.300000
-4.983974	 -0.400000
-4.974937	 -0.500000
-4.963869	 -0.600000
-4.950758	 -0.700000
-4.935585	 -0.800000
-4.918333	 -0.900000
-4.898979	 -1.000000
-4.877499	 -1.100000
-4.853864	 -1.200000
-4.828043	 -1.300000
-4.800000	 -1.400000
-4.769696	 -1.500000
-4.737088	 -1.600000
-4.702127	 -1.700000
-4.664762	 -1.800000
-4.624932	 -1.900000
-4.582576	 -2.000000
-4.537621	 -2.100000
-4.489989	 -2.200000
-4.439595	 -2.300000
-4.386342	 -2.400000
-4.330127	 -2.500000
-4.270831	 -2.600000
-4.208325	 -2.700000
-4.142463	 -2.800000
-4.073082	 -2.900000
-4.000000	 -3.000000
-3.923009	 -3.100000
-3.841875	 -3.200000
-3.756328	 -3.300000
-3.666061	 -3.400000
-3.570714	 -3.500000
-3.469870	 -3.600000
-3.363034	 -3.700000
-3.249615	 -3.800000
-3.128898	 -3.900000
-3.000000	 -4.000000
-2.861818	 -4.100000
-2.712932	 -4.200000
-2.551470	 -4.300000
-2.374868	 -4.400000
-2.179449	 -4.500000
-1.959592	 -4.600000
-1.705872	 -4.700000
-1.400000	 -4.800000
-0.994987	 -4.900000
-0.000000	 -5.000000
